MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/21/2019 20:23:42,0,3.77,0,1,Poke,Left,232,41,232,nan
12/21/2019 20:23:44,0,3.77,0,1,Poke,Left,232,42,232,nan
12/21/2019 20:23:45,0,3.78,0,1,Poke,Left,232,43,232,nan
12/21/2019 20:27:30,0,3.77,0,1,Poke,Left,233,43,232,nan
12/21/2019 20:27:35,0,3.85,2,1,Pellet,Left,233,43,233,1
12/21/2019 20:29:13,0,3.77,0,1,Poke,Left,234,43,233,nan
12/21/2019 20:29:23,0,3.85,4,1,Pellet,Left,234,43,234,4
12/21/2019 20:29:39,0,3.78,0,1,Poke,Left,235,43,234,nan
12/21/2019 20:29:47,0,3.85,4,1,Pellet,Left,235,43,235,2
12/21/2019 20:34:03,0,3.78,0,1,Poke,Left,235,44,235,nan
12/21/2019 20:34:14,0,3.77,0,1,Poke,Left,236,44,235,nan
12/21/2019 20:34:20,0,3.85,2,1,Pellet,Left,236,44,236,2
12/21/2019 20:36:41,0,3.78,0,1,Poke,Left,236,45,236,nan
12/21/2019 20:36:46,0,3.78,0,1,Poke,Left,237,45,236,nan
12/21/2019 20:36:50,0,3.85,2,1,Pellet,Left,237,45,237,1
12/21/2019 20:37:30,0,3.77,0,1,Poke,Left,238,45,237,nan
12/21/2019 20:37:36,0,3.85,2,1,Pellet,Left,238,45,238,1
12/21/2019 20:38:43,0,3.77,0,1,Poke,Left,239,45,238,nan
12/21/2019 20:38:48,0,3.85,2,1,Pellet,Left,239,45,239,1
12/21/2019 21:17:15,0,3.77,0,1,Poke,Left,240,45,239,nan
12/21/2019 21:17:20,0,3.84,2,1,Pellet,Left,240,45,240,1
12/21/2019 21:17:33,0,3.77,0,1,Poke,Left,241,45,240,nan
12/21/2019 21:17:37,0,3.77,2,1,Pellet,Left,241,45,241,1
12/21/2019 21:18:05,0,3.76,0,1,Poke,Left,242,45,241,nan
12/21/2019 21:18:10,0,3.84,2,1,Pellet,Left,242,45,242,1
12/21/2019 21:31:13,0,3.76,0,1,Poke,Left,243,45,242,nan
12/21/2019 21:31:18,0,3.84,2,1,Pellet,Left,243,45,243,2
12/21/2019 21:31:25,0,3.77,0,1,Poke,Left,244,45,243,nan
12/21/2019 21:31:30,0,3.84,2,1,Pellet,Left,244,45,244,2
12/21/2019 21:31:39,0,3.76,0,1,Poke,Left,245,45,244,nan
12/21/2019 21:31:44,0,3.84,2,1,Pellet,Left,245,45,245,1
12/21/2019 21:31:53,0,3.76,0,1,Poke,Left,246,45,245,nan
12/21/2019 21:31:58,0,3.84,2,1,Pellet,Left,246,45,246,1
12/21/2019 21:32:11,0,3.77,0,1,Poke,Left,247,45,246,nan
12/21/2019 21:32:22,0,3.85,3,1,Pellet,Left,247,45,247,6
12/21/2019 21:32:39,0,3.77,0,1,Poke,Left,248,45,247,nan
12/21/2019 21:32:44,0,3.85,2,1,Pellet,Left,248,45,248,1
12/21/2019 21:32:55,0,3.76,0,1,Poke,Left,249,45,248,nan
12/21/2019 21:33:08,0,3.76,4,1,Pellet,Left,249,45,249,7
12/21/2019 21:37:45,0,3.76,0,1,Poke,Left,250,45,249,nan
12/21/2019 21:37:50,0,3.84,2,1,Pellet,Left,250,45,250,1
12/21/2019 21:51:19,0,3.76,0,1,Poke,Left,251,45,250,nan
12/21/2019 21:51:52,0,3.76,4,1,Pellet,Left,251,45,251,27
12/21/2019 21:52:48,0,3.76,0,1,Poke,Left,252,45,251,nan
12/21/2019 21:54:59,0,3.84,4,1,Pellet,Left,252,45,252,125
12/21/2019 21:55:24,0,3.77,0,1,Poke,Left,253,45,252,nan
12/21/2019 21:55:30,0,3.84,2,1,Pellet,Left,253,45,253,1
12/21/2019 22:05:33,0,3.76,0,1,Poke,Left,254,45,253,nan
12/21/2019 22:05:56,0,3.84,3,1,Pellet,Left,254,45,254,17
12/21/2019 22:08:07,0,3.76,0,1,Poke,Left,255,45,254,nan
12/21/2019 22:14:56,0,3.84,4,1,Pellet,Left,255,45,255,403
12/21/2019 22:15:55,0,3.76,0,1,Poke,Left,256,45,255,nan
12/21/2019 22:16:06,0,3.76,15,1,Pellet,Left,256,45,256,2
12/21/2019 22:24:53,0,3.76,0,1,Poke,Left,257,45,256,nan
12/21/2019 22:24:59,0,3.84,2,1,Pellet,Left,257,45,257,2
12/21/2019 23:06:43,0,3.76,0,1,Poke,Left,258,45,257,nan
12/21/2019 23:06:52,0,3.83,4,1,Pellet,Left,258,45,258,2
12/21/2019 23:07:16,0,3.76,0,1,Poke,Left,259,45,258,nan
12/21/2019 23:07:21,0,3.84,2,1,Pellet,Left,259,45,259,2
12/21/2019 23:12:03,0,3.75,0,1,Poke,Left,259,46,259,nan
12/21/2019 23:15:34,0,3.76,0,1,Poke,Left,260,46,259,nan
12/21/2019 23:15:43,0,3.83,4,1,Pellet,Left,260,46,260,2
12/21/2019 23:18:14,0,3.76,0,1,Poke,Left,261,46,260,nan
12/21/2019 23:18:19,0,3.83,2,1,Pellet,Left,261,46,261,1
12/21/2019 23:22:21,0,3.76,0,1,Poke,Left,262,46,261,nan
12/21/2019 23:22:31,0,3.83,4,1,Pellet,Left,262,46,262,3
12/21/2019 23:35:32,0,3.76,0,1,Poke,Left,263,46,262,nan
12/21/2019 23:36:06,0,3.75,15,1,Pellet,Left,263,46,263,19
12/21/2019 23:44:26,0,3.75,0,1,Poke,Left,263,47,263,nan
12/21/2019 23:44:29,0,3.76,0,1,Poke,Left,264,47,263,nan
12/21/2019 23:44:35,0,3.83,2,1,Pellet,Left,264,47,264,2
12/21/2019 23:44:44,0,3.75,0,1,Poke,Left,265,47,264,nan
12/21/2019 23:44:53,0,3.83,4,1,Pellet,Left,265,47,265,2
12/21/2019 23:49:19,0,3.75,0,1,Poke,Left,266,47,265,nan
12/21/2019 23:49:35,0,3.75,4,1,Pellet,Left,266,47,266,8
12/21/2019 23:57:18,0,3.74,0,1,Poke,Left,267,47,266,nan
12/21/2019 23:57:23,0,3.83,2,1,Pellet,Left,267,47,267,2
12/21/2019 23:57:34,0,3.75,0,1,Poke,Left,268,47,267,nan
12/21/2019 23:57:38,0,3.75,2,1,Pellet,Left,268,47,268,1
12/21/2019 23:57:48,0,3.75,0,1,Poke,Left,269,47,268,nan
12/21/2019 23:57:53,0,3.83,2,1,Pellet,Left,269,47,269,1
12/21/2019 23:59:18,0,3.75,0,1,Poke,Left,270,47,269,nan
12/21/2019 23:59:28,0,3.82,4,1,Pellet,Left,270,47,270,3
12/22/2019 0:02:12,0,3.75,0,1,Poke,Left,270,48,270,nan
12/22/2019 0:08:06,0,3.75,0,1,Poke,Left,271,48,270,nan
12/22/2019 0:08:14,0,3.82,4,1,Pellet,Left,271,48,271,2
12/22/2019 0:20:32,0,3.74,0,1,Poke,Left,272,48,271,nan
12/22/2019 0:20:45,0,3.74,15,1,Pellet,Left,272,48,272,1
12/22/2019 0:49:11,0,3.74,0,1,Poke,Left,273,48,272,nan
12/22/2019 0:49:16,0,3.82,2,1,Pellet,Left,273,48,273,1
12/22/2019 0:55:38,0,3.74,0,1,Poke,Left,274,48,273,nan
12/22/2019 0:55:52,0,3.74,15,1,Pellet,Left,274,48,274,2
12/22/2019 1:00:28,0,3.74,0,1,Poke,Left,275,48,274,nan
12/22/2019 1:00:34,0,3.82,2,1,Pellet,Left,275,48,275,2
12/22/2019 1:01:03,0,3.74,0,1,Poke,Left,275,49,275,nan
12/22/2019 1:01:23,0,3.74,0,1,Poke,Left,275,50,275,nan
12/22/2019 1:02:00,0,3.74,0,1,Poke,Left,276,50,275,nan
12/22/2019 1:02:05,0,3.82,2,1,Pellet,Left,276,50,276,1
12/22/2019 1:10:07,0,3.74,0,1,Poke,Left,277,50,276,nan
12/22/2019 1:10:12,0,3.82,2,1,Poke,Left,277,50,277,nan
12/22/2019 1:13:12,0,3.74,0,1,Poke,Left,278,50,277,nan
12/22/2019 1:13:16,0,3.82,2,1,Poke,Left,278,50,278,nan
12/22/2019 1:14:24,0,3.74,0,1,Poke,Left,279,50,278,nan
12/22/2019 1:14:29,0,3.82,2,1,Pellet,Left,279,50,279,1
12/22/2019 1:14:40,0,3.74,0,1,Poke,Left,279,51,279,nan
12/22/2019 1:14:42,0,3.74,0,1,Poke,Left,280,51,279,nan
12/22/2019 1:14:47,0,3.82,2,1,Pellet,Left,280,51,280,1
12/22/2019 1:17:42,0,3.74,0,1,Poke,Left,281,51,280,nan
12/22/2019 1:17:48,0,3.82,2,1,Pellet,Left,281,51,281,1
12/22/2019 1:18:22,0,3.74,0,1,Poke,Left,282,51,281,nan
12/22/2019 1:18:34,0,3.82,4,1,Pellet,Left,282,51,282,6
12/22/2019 1:19:54,0,3.74,0,1,Poke,Left,282,52,282,nan
12/22/2019 1:20:01,0,3.74,0,1,Poke,Left,283,52,282,nan
12/22/2019 1:20:06,0,3.82,2,1,Pellet,Left,283,52,283,1
12/22/2019 1:21:23,0,3.74,0,1,Poke,Left,284,52,283,nan
12/22/2019 1:21:39,0,3.82,4,1,Pellet,Left,284,52,284,9
12/22/2019 1:22:27,0,3.74,0,1,Poke,Left,285,52,284,nan
12/22/2019 1:22:32,0,3.82,2,1,Pellet,Left,285,52,285,2
12/22/2019 1:29:14,0,3.74,0,1,Poke,Left,285,53,285,nan
12/22/2019 1:29:36,0,3.73,0,1,Poke,Left,286,53,285,nan
12/22/2019 1:29:51,0,3.82,4,1,Pellet,Left,286,53,286,8
12/22/2019 1:30:03,0,3.74,0,1,Poke,Left,287,53,286,nan
12/22/2019 1:30:14,0,3.82,4,1,Pellet,Left,287,53,287,4
12/22/2019 1:48:23,0,3.74,0,1,Poke,Left,288,53,287,nan
12/22/2019 1:48:52,0,3.82,3,1,Pellet,Left,288,53,288,23
12/22/2019 1:54:45,0,3.74,0,1,Poke,Left,289,53,288,nan
12/22/2019 1:54:59,0,3.73,4,1,Pellet,Left,289,53,289,8
12/22/2019 1:55:22,0,3.74,0,1,Poke,Left,289,54,289,nan
12/22/2019 1:55:29,0,3.73,0,1,Poke,Left,290,54,289,nan
12/22/2019 1:55:37,0,3.81,4,1,Pellet,Left,290,54,290,2
12/22/2019 1:55:57,0,3.73,0,1,Poke,Left,291,54,290,nan
12/22/2019 1:56:01,0,3.74,2,1,Pellet,Left,291,54,291,1
12/22/2019 1:59:58,0,3.74,0,1,Poke,Left,292,54,291,nan
12/22/2019 2:00:03,0,3.81,2,1,Pellet,Left,292,54,292,1
12/22/2019 2:00:18,0,3.74,0,1,Poke,Left,293,54,292,nan
12/22/2019 2:00:31,0,3.81,4,1,Pellet,Left,293,54,293,6
12/22/2019 2:03:50,0,3.73,0,1,Poke,Left,294,54,293,nan
12/22/2019 2:04:00,0,3.81,3,1,Pellet,Left,294,54,294,4
12/22/2019 2:07:13,0,3.73,0,1,Poke,Left,295,54,294,nan
12/22/2019 2:07:18,0,3.81,2,1,Pellet,Left,295,54,295,1
12/22/2019 2:26:51,0,3.74,0,1,Poke,Left,296,54,295,nan
12/22/2019 2:26:57,0,3.80,2,1,Pellet,Left,296,54,296,2
12/22/2019 2:45:04,0,3.73,0,1,Poke,Left,297,54,296,nan
12/22/2019 2:45:09,0,3.80,2,1,Pellet,Left,297,54,297,2
12/22/2019 2:46:00,0,3.73,0,1,Poke,Left,298,54,297,nan
12/22/2019 2:46:07,0,3.73,4,1,Pellet,Left,298,54,298,2
12/22/2019 2:46:44,0,3.73,0,1,Poke,Left,298,55,298,nan
12/22/2019 2:46:52,0,3.73,0,1,Poke,Left,299,55,298,nan
12/22/2019 2:46:57,0,3.81,2,1,Pellet,Left,299,55,299,1
12/22/2019 2:54:08,0,3.73,0,1,Poke,Left,300,55,299,nan
12/22/2019 2:54:13,0,3.81,2,1,Pellet,Left,300,55,300,1
12/22/2019 2:55:28,0,3.73,0,1,Poke,Left,301,55,300,nan
12/22/2019 2:55:33,0,3.81,2,1,Pellet,Left,301,55,301,1
12/22/2019 2:55:51,0,3.73,0,1,Poke,Left,302,55,301,nan
12/22/2019 2:55:56,0,3.80,2,1,Pellet,Left,302,55,302,1
12/22/2019 3:05:15,0,3.73,0,1,Poke,Left,303,55,302,nan
12/22/2019 3:05:26,0,3.73,4,1,Pellet,Left,303,55,303,4
12/22/2019 3:06:00,0,3.73,0,1,Poke,Left,304,55,303,nan
12/22/2019 3:06:06,0,3.80,2,1,Pellet,Left,304,55,304,1
12/22/2019 3:18:29,0,3.73,0,1,Poke,Left,305,55,304,nan
12/22/2019 3:18:33,0,3.80,2,1,Pellet,Left,305,55,305,1
12/22/2019 3:18:54,0,3.73,0,1,Poke,Left,306,55,305,nan
12/22/2019 3:19:20,0,3.80,4,1,Pellet,Left,306,55,306,20
12/22/2019 3:25:53,0,3.73,0,1,Poke,Left,307,55,306,nan
12/22/2019 3:26:02,0,3.80,4,1,Pellet,Left,307,55,307,2
12/22/2019 3:34:20,0,3.72,0,1,Poke,Left,308,55,307,nan
12/22/2019 3:34:25,0,3.80,2,1,Pellet,Left,308,55,308,1
12/22/2019 3:42:38,0,3.73,0,1,Poke,Left,309,55,308,nan
12/22/2019 3:42:49,0,3.73,4,1,Pellet,Left,309,55,309,5
12/22/2019 3:47:38,0,3.72,0,1,Poke,Left,309,56,309,nan
12/22/2019 3:57:04,0,3.73,0,1,Poke,Left,309,57,309,nan
12/22/2019 3:57:10,0,3.72,0,1,Poke,Left,309,58,309,nan
12/22/2019 3:57:14,0,3.72,0,1,Poke,Left,309,59,309,nan
12/22/2019 4:07:34,0,3.72,0,1,Poke,Left,310,59,309,nan
12/22/2019 4:07:39,0,3.80,2,1,Pellet,Left,310,59,310,1
12/22/2019 4:08:19,0,3.72,0,1,Poke,Left,310,60,310,nan
12/22/2019 4:08:22,0,3.72,0,1,Poke,Left,311,60,310,nan
12/22/2019 4:08:27,0,3.80,2,1,Pellet,Left,311,60,311,2
12/22/2019 5:14:43,0,3.71,0,1,Poke,Left,312,60,311,nan
12/22/2019 5:14:54,0,3.79,4,1,Pellet,Left,312,60,312,4
12/22/2019 5:44:40,0,3.71,0,1,Poke,Left,313,60,312,nan
12/22/2019 5:44:48,0,3.79,4,1,Pellet,Left,313,60,313,2
12/22/2019 5:45:05,0,3.71,0,1,Poke,Left,314,60,313,nan
12/22/2019 5:45:13,0,3.78,2,1,Pellet,Left,314,60,314,4
12/22/2019 6:00:43,0,3.71,0,1,Poke,Left,315,60,314,nan
12/22/2019 6:00:55,0,3.70,15,1,Pellet,Left,315,60,315,2
12/22/2019 6:02:16,0,3.70,0,1,Poke,Left,316,60,315,nan
12/22/2019 6:02:21,0,3.78,2,1,Pellet,Left,316,60,316,1
12/22/2019 6:14:59,0,3.70,0,1,Poke,Left,317,60,316,nan
12/22/2019 6:15:03,0,3.78,2,1,Poke,Left,317,60,317,nan
12/22/2019 6:19:42,0,3.70,0,1,Poke,Left,318,60,317,nan
12/22/2019 6:19:53,0,3.71,3,1,Pellet,Left,318,60,318,4
12/22/2019 6:20:07,0,3.70,0,1,Poke,Left,319,60,318,nan
12/22/2019 6:20:12,0,3.78,2,1,Pellet,Left,319,60,319,2
12/22/2019 6:20:31,0,3.71,0,1,Poke,Left,320,60,319,nan
12/22/2019 6:20:37,0,3.78,2,1,Pellet,Left,320,60,320,1
12/22/2019 6:31:55,0,3.70,0,1,Poke,Left,320,61,320,nan
12/22/2019 6:38:16,0,3.71,0,1,Poke,Left,321,61,320,nan
12/22/2019 6:38:26,0,3.77,4,1,Pellet,Left,321,61,321,4
12/22/2019 6:39:00,0,3.71,0,1,Poke,Left,322,61,321,nan
12/22/2019 6:39:09,0,3.77,4,1,Pellet,Left,322,61,322,3
12/22/2019 6:39:44,0,3.70,0,1,Poke,Left,323,61,322,nan
12/22/2019 6:40:02,0,3.77,3,1,Pellet,Left,323,61,323,12
12/22/2019 6:41:07,0,3.70,0,1,Poke,Left,324,61,323,nan
12/22/2019 6:41:12,0,3.78,2,1,Pellet,Left,324,61,324,2
12/22/2019 6:54:50,0,3.70,0,1,Poke,Left,325,61,324,nan
12/22/2019 6:55:18,0,3.70,4,1,Pellet,Left,325,61,325,22
12/22/2019 7:25:17,0,3.69,0,1,Poke,Left,326,61,325,nan
12/22/2019 7:25:50,0,3.69,15,1,Pellet,Left,326,61,326,26
12/22/2019 8:07:14,0,3.69,0,1,Poke,Left,327,61,326,nan
12/22/2019 8:07:25,0,3.69,15,1,Pellet,Left,327,61,327,1
12/22/2019 8:07:32,0,3.69,0,1,Poke,Left,328,61,327,nan
12/22/2019 8:07:44,0,3.69,15,1,Poke,Left,328,61,328,nan
12/22/2019 8:10:18,0,3.69,0,1,Poke,Left,329,61,328,nan
12/22/2019 8:10:23,0,3.76,2,1,Pellet,Left,329,61,329,1
12/22/2019 8:19:55,0,3.69,0,1,Poke,Left,330,61,329,nan
12/22/2019 8:20:12,0,3.69,15,1,Pellet,Left,330,61,330,8
12/22/2019 8:25:31,0,3.69,0,1,Poke,Left,331,61,330,nan
12/22/2019 8:25:36,0,3.76,2,1,Pellet,Left,331,61,331,1
12/22/2019 8:29:47,0,3.69,0,1,Poke,Left,332,61,331,nan
12/22/2019 8:29:51,0,3.77,2,1,Poke,Left,332,61,332,nan
12/22/2019 8:32:07,0,3.69,0,1,Poke,Left,333,61,332,nan
12/22/2019 8:32:11,0,3.77,2,1,Pellet,Left,333,61,333,1
12/22/2019 8:32:29,0,3.69,0,1,Poke,Left,334,61,333,nan
12/22/2019 8:32:33,0,3.76,2,1,Pellet,Left,334,61,334,1
12/22/2019 8:33:10,0,3.69,0,1,Poke,Left,334,62,334,nan
12/22/2019 8:33:16,0,3.69,0,1,Poke,Left,335,62,334,nan
12/22/2019 8:33:21,0,3.77,2,1,Pellet,Left,335,62,335,2
12/22/2019 8:33:35,0,3.69,0,1,Poke,Left,336,62,335,nan
12/22/2019 8:33:40,0,3.76,2,1,Pellet,Left,336,62,336,2
12/22/2019 8:49:58,0,3.69,0,1,Poke,Left,337,62,336,nan
12/22/2019 8:50:12,0,3.69,15,1,Pellet,Left,337,62,337,6
12/22/2019 8:50:49,0,3.69,0,1,Poke,Left,338,62,337,nan
12/22/2019 8:50:56,0,3.69,2,1,Pellet,Left,338,62,338,3
12/22/2019 8:51:23,0,3.69,0,1,Poke,Left,339,62,338,nan
12/22/2019 8:51:28,0,3.76,2,1,Pellet,Left,339,62,339,2
12/22/2019 8:52:07,0,3.69,0,1,Poke,Left,340,62,339,nan
12/22/2019 8:52:13,0,3.69,2,1,Poke,Left,340,62,340,nan
12/22/2019 9:05:36,0,3.69,0,1,Poke,Left,341,62,340,nan
12/22/2019 9:06:06,0,3.69,15,1,Pellet,Left,341,62,341,22
12/22/2019 9:10:26,0,3.69,0,1,Poke,Left,342,62,341,nan
12/22/2019 9:10:32,0,3.76,2,1,Pellet,Left,342,62,342,2
12/22/2019 9:16:24,0,3.69,0,1,Poke,Left,343,62,342,nan
12/22/2019 9:16:35,0,3.76,4,1,Pellet,Left,343,62,343,4
12/22/2019 9:17:22,0,3.68,0,1,Poke,Left,344,62,343,nan
12/22/2019 9:17:32,0,3.68,4,1,Pellet,Left,344,62,344,4
12/22/2019 10:51:03,0,3.68,0,1,Poke,Left,345,62,344,nan
12/22/2019 10:51:08,0,3.75,2,1,Pellet,Left,345,62,345,2
12/22/2019 11:24:40,0,3.68,0,1,Poke,Left,346,62,345,nan
12/22/2019 11:24:45,0,3.75,2,1,Pellet,Left,346,62,346,2
12/22/2019 12:37:09,0,3.67,0,1,Poke,Left,347,62,346,nan
12/22/2019 12:37:14,0,3.74,2,1,Pellet,Left,347,62,347,1
12/22/2019 12:41:01,0,3.67,0,1,Poke,Left,347,63,347,nan
12/22/2019 12:48:59,0,3.67,0,1,Poke,Left,348,63,347,nan
12/22/2019 12:49:23,0,3.67,15,1,Pellet,Left,348,63,348,18
12/22/2019 12:55:43,0,3.67,0,1,Poke,Left,348,64,348,nan
12/22/2019 13:01:47,0,3.67,0,1,Poke,Left,349,64,348,nan
12/22/2019 13:01:51,0,3.75,2,1,Pellet,Left,349,64,349,1
12/22/2019 13:02:04,0,3.67,0,1,Poke,Left,350,64,349,nan
12/22/2019 13:02:15,0,3.74,4,1,Pellet,Left,350,64,350,5
12/22/2019 13:07:46,0,3.67,0,1,Poke,Left,351,64,350,nan
12/22/2019 13:07:51,0,3.74,2,1,Pellet,Left,351,64,351,2
12/22/2019 13:08:56,0,3.66,0,1,Poke,Left,351,65,351,nan
12/22/2019 13:19:26,0,3.67,0,1,Poke,Left,351,66,351,nan
12/22/2019 13:23:12,0,3.67,0,1,Poke,Left,351,67,351,nan
12/22/2019 13:23:14,0,3.67,0,1,Poke,Left,352,67,351,nan
12/22/2019 13:23:26,0,3.75,3,1,Pellet,Left,352,67,352,6
12/22/2019 13:28:17,0,3.67,0,1,Poke,Left,352,68,352,nan
12/22/2019 13:28:25,0,3.67,0,1,Poke,Left,353,68,352,nan
12/22/2019 13:28:37,0,3.74,4,1,Pellet,Left,353,68,353,5
12/22/2019 13:33:08,0,3.67,0,1,Poke,Left,353,69,353,nan
12/22/2019 13:33:29,0,3.67,0,1,Poke,Left,354,69,353,nan
12/22/2019 13:33:34,0,3.74,2,1,Pellet,Left,354,69,354,1
12/22/2019 13:34:00,0,3.67,0,1,Poke,Left,355,69,354,nan
12/22/2019 13:34:15,0,3.67,4,1,Pellet,Left,355,69,355,9
12/22/2019 14:55:16,0,3.66,0,1,Poke,Left,356,69,355,nan
12/22/2019 14:55:26,0,3.74,4,1,Pellet,Left,356,69,356,3
12/22/2019 14:55:46,0,3.66,0,1,Poke,Left,357,69,356,nan
12/22/2019 14:55:57,0,3.74,4,1,Pellet,Left,357,69,357,5
12/22/2019 15:14:11,0,3.66,0,1,Poke,Left,358,69,357,nan
12/22/2019 15:14:21,0,3.74,4,1,Pellet,Left,358,69,358,3
12/22/2019 15:14:43,0,3.66,0,1,Poke,Left,359,69,358,nan
12/22/2019 15:14:49,0,3.74,2,1,Pellet,Left,359,69,359,2
12/22/2019 16:03:58,0,3.66,0,1,Poke,Left,360,69,359,nan
12/22/2019 16:04:02,0,3.66,2,1,Pellet,Left,360,69,360,2
12/22/2019 16:04:16,0,3.66,0,1,Poke,Left,361,69,360,nan
12/22/2019 16:04:25,0,3.65,15,1,Pellet,Left,361,69,361,2
12/22/2019 16:39:20,0,3.66,0,1,Poke,Left,362,69,361,nan
12/22/2019 16:39:25,0,3.73,2,1,Pellet,Left,362,69,362,1
12/22/2019 16:54:44,0,3.66,0,1,Poke,Left,363,69,362,nan
12/22/2019 16:54:49,0,3.74,2,1,Pellet,Left,363,69,363,2
12/22/2019 17:01:58,0,3.65,0,1,Poke,Left,364,69,363,nan
12/22/2019 17:02:09,0,3.65,15,1,Pellet,Left,364,69,364,3
12/22/2019 17:06:23,0,3.65,0,1,Poke,Left,365,69,364,nan
12/22/2019 17:06:28,0,3.73,2,1,Pellet,Left,365,69,365,1
12/22/2019 17:25:29,0,3.65,0,1,Poke,Left,366,69,365,nan
12/22/2019 17:25:40,0,3.65,15,1,Pellet,Left,366,69,366,2
12/22/2019 17:25:47,0,3.66,0,1,Poke,Left,367,69,366,nan
12/22/2019 17:25:53,0,3.73,2,1,Pellet,Left,367,69,367,2
12/22/2019 17:27:20,0,3.65,0,1,Poke,Left,367,70,367,nan
12/22/2019 17:27:23,0,3.65,0,1,Poke,Left,367,71,367,nan
12/22/2019 17:27:33,0,3.66,0,1,Poke,Left,368,71,367,nan
12/22/2019 17:27:45,0,3.73,4,1,Pellet,Left,368,71,368,5
12/22/2019 17:27:59,0,3.65,0,1,Poke,Left,369,71,368,nan
12/22/2019 17:28:08,0,3.73,3,1,Pellet,Left,369,71,369,4
12/22/2019 17:37:32,0,3.65,0,1,Poke,Left,370,71,369,nan
12/22/2019 17:37:48,0,3.73,4,1,Pellet,Left,370,71,370,9
12/22/2019 17:38:04,0,3.65,0,1,Poke,Left,371,71,370,nan
12/22/2019 17:38:09,0,3.73,2,1,Pellet,Left,371,71,371,2
12/22/2019 17:39:39,0,3.65,0,1,Poke,Left,372,71,371,nan
12/22/2019 17:39:43,0,3.73,2,1,Poke,Left,372,71,372,nan
12/22/2019 18:10:29,0,3.65,0,1,Poke,Left,373,71,372,nan
12/22/2019 18:10:34,0,3.73,2,1,Pellet,Left,373,71,373,2
12/22/2019 18:10:58,0,3.65,0,1,Poke,Left,374,71,373,nan
12/22/2019 18:11:02,0,3.73,2,1,Pellet,Left,374,71,374,1
12/22/2019 18:28:01,0,3.65,0,1,Poke,Left,374,72,374,nan
12/22/2019 18:28:11,0,3.65,0,1,Poke,Left,375,72,374,nan
12/22/2019 18:28:17,0,3.73,2,1,Pellet,Left,375,72,375,2
12/22/2019 18:28:51,0,3.65,0,1,Poke,Left,376,72,375,nan
12/22/2019 18:30:54,0,3.73,2,1,Pellet,Left,376,72,376,119
12/22/2019 18:32:45,0,3.65,0,1,Poke,Left,376,73,376,nan
12/22/2019 18:32:46,0,3.65,0,1,Poke,Left,376,74,376,nan
12/22/2019 18:32:54,0,3.65,0,1,Poke,Left,377,74,376,nan
12/22/2019 18:33:03,0,3.65,4,1,Pellet,Left,377,74,377,3
12/22/2019 18:36:15,0,3.65,0,1,Poke,Left,378,74,377,nan
12/22/2019 18:36:47,0,3.65,20,1,Pellet,Left,378,74,378,5
12/22/2019 18:36:53,0,3.65,0,1,Poke,Left,379,74,378,nan
12/22/2019 18:37:07,0,3.73,4,1,Pellet,Left,379,74,379,7
12/22/2019 18:37:15,0,3.65,0,1,Poke,Left,380,74,379,nan
12/22/2019 18:37:20,0,3.73,2,1,Pellet,Left,380,74,380,1
12/22/2019 18:37:45,0,3.65,0,1,Poke,Left,381,74,380,nan
12/22/2019 18:37:54,0,3.73,3,1,Pellet,Left,381,74,381,3
12/22/2019 18:38:07,0,3.65,0,1,Poke,Left,382,74,381,nan
12/22/2019 18:38:32,0,3.65,4,1,Pellet,Left,382,74,382,4
12/22/2019 19:00:58,0,3.65,0,1,Poke,Left,383,74,382,nan
12/22/2019 19:01:14,0,3.73,3,1,Pellet,Left,383,74,383,11
12/22/2019 19:21:42,0,3.65,0,1,Poke,Left,384,74,383,nan
12/22/2019 19:21:56,0,3.64,15,1,Pellet,Left,384,74,384,2
12/22/2019 19:22:13,0,3.65,0,1,Poke,Left,385,74,384,nan
12/22/2019 19:22:19,0,3.65,3,1,Pellet,Left,385,74,385,1
12/22/2019 19:40:50,0,3.64,0,1,Poke,Left,386,74,385,nan
12/22/2019 19:40:54,0,3.73,2,1,Pellet,Left,386,74,386,1
12/22/2019 19:41:21,0,3.65,0,1,Poke,Left,387,74,386,nan
12/22/2019 19:41:26,0,3.73,2,1,Pellet,Left,387,74,387,2
12/22/2019 19:41:57,0,3.65,0,1,Poke,Left,388,74,387,nan
12/22/2019 19:42:02,0,3.73,2,1,Pellet,Left,388,74,388,1
12/22/2019 19:42:15,0,3.65,0,1,Poke,Left,389,74,388,nan
12/22/2019 19:42:24,0,3.73,3,1,Pellet,Left,389,74,389,4
12/22/2019 19:43:26,0,3.64,0,1,Poke,Left,390,74,389,nan
12/22/2019 19:43:32,0,3.65,3,1,Pellet,Left,390,74,390,1
12/22/2019 19:57:09,0,3.65,0,1,Poke,Left,390,75,390,nan
12/22/2019 19:57:13,0,3.65,0,1,Poke,Left,390,76,390,nan
12/22/2019 19:57:39,0,3.64,0,1,Poke,Left,391,76,390,nan
12/22/2019 19:57:44,0,3.72,2,1,Pellet,Left,391,76,391,2
12/22/2019 19:59:07,0,3.65,0,1,Poke,Left,392,76,391,nan
12/22/2019 19:59:17,0,3.73,4,1,Pellet,Left,392,76,392,4
