MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/22/2019 19:59:23,0,3.65,0,1,Poke,Left,393,76,392,nan
12/22/2019 19:59:36,0,3.72,3,1,Pellet,Left,393,76,393,7
12/22/2019 20:15:13,0,3.64,0,1,Poke,Left,394,76,393,nan
12/22/2019 20:15:18,0,3.72,2,1,Pellet,Left,394,76,394,2
12/22/2019 20:15:31,0,3.64,0,1,Poke,Left,394,77,394,nan
12/22/2019 20:15:32,0,3.65,0,1,Poke,Left,395,77,394,nan
12/22/2019 20:15:40,0,3.72,4,1,Pellet,Left,395,77,395,2
12/22/2019 20:25:22,0,3.64,0,1,Poke,Left,395,78,395,nan
12/22/2019 20:26:05,0,3.65,0,1,Poke,Left,396,78,395,nan
12/22/2019 20:26:10,0,3.73,2,1,Pellet,Left,396,78,396,2
12/22/2019 20:26:25,0,3.65,0,1,Poke,Left,397,78,396,nan
12/22/2019 20:26:30,0,3.64,2,1,Pellet,Left,397,78,397,2
12/22/2019 20:26:39,0,3.65,0,1,Poke,Left,397,79,397,nan
12/22/2019 20:38:34,0,3.64,0,1,Poke,Left,397,80,397,nan
12/22/2019 20:38:40,0,3.64,0,1,Poke,Left,398,80,397,nan
12/22/2019 20:38:49,0,3.72,4,1,Pellet,Left,398,80,398,1
12/22/2019 20:39:03,0,3.64,0,1,Poke,Left,398,81,398,nan
12/22/2019 20:39:09,0,3.65,0,1,Poke,Left,398,82,398,nan
12/22/2019 20:50:48,0,3.64,0,1,Poke,Left,399,82,398,nan
12/22/2019 20:51:04,0,3.64,15,1,Pellet,Left,399,82,399,2
12/22/2019 20:51:19,0,3.64,0,1,Poke,Left,400,82,399,nan
12/22/2019 20:51:24,0,3.72,2,1,Pellet,Left,400,82,400,1
12/22/2019 20:51:40,0,3.64,0,1,Poke,Left,401,82,400,nan
12/22/2019 20:51:45,0,3.72,2,1,Pellet,Left,401,82,401,1
12/22/2019 20:52:43,0,3.64,0,1,Poke,Left,402,82,401,nan
12/22/2019 20:52:55,0,3.64,4,1,Pellet,Left,402,82,402,6
12/22/2019 21:16:45,0,3.64,0,1,Poke,Left,403,82,402,nan
12/22/2019 21:16:51,0,3.72,2,1,Pellet,Left,403,82,403,2
12/22/2019 21:18:49,0,3.65,0,1,Poke,Left,404,82,403,nan
12/22/2019 21:18:54,0,3.72,2,1,Pellet,Left,404,82,404,1
12/22/2019 21:33:26,0,3.64,0,1,Poke,Left,404,83,404,nan
12/22/2019 21:36:50,0,3.64,0,1,Poke,Left,405,83,404,nan
12/22/2019 21:37:01,0,3.72,4,1,Pellet,Left,405,83,405,4
12/22/2019 21:37:35,0,3.64,0,1,Poke,Left,406,83,405,nan
12/22/2019 21:38:12,0,3.64,15,1,Pellet,Left,406,83,406,29
12/22/2019 21:39:13,0,3.64,0,1,Poke,Left,407,83,406,nan
12/22/2019 21:39:18,0,3.72,2,1,Pellet,Left,407,83,407,2
12/22/2019 21:39:29,0,3.64,0,1,Poke,Left,408,83,407,nan
12/22/2019 21:39:50,0,3.64,15,1,Pellet,Left,408,83,408,13
12/22/2019 21:40:05,0,3.64,0,1,Poke,Left,409,83,408,nan
12/22/2019 21:40:20,0,3.72,4,1,Pellet,Left,409,83,409,8
12/22/2019 21:41:09,0,3.64,0,1,Poke,Left,410,83,409,nan
12/22/2019 21:41:14,0,3.72,2,1,Pellet,Left,410,83,410,1
12/22/2019 21:55:20,0,3.65,0,1,Poke,Left,410,84,410,nan
12/22/2019 21:55:48,0,3.64,0,1,Poke,Left,411,84,410,nan
12/22/2019 21:55:58,0,3.72,4,1,Pellet,Left,411,84,411,3
12/22/2019 22:04:06,0,3.64,0,1,Poke,Left,412,84,411,nan
12/22/2019 22:04:16,0,3.71,4,1,Pellet,Left,412,84,412,3
12/22/2019 22:07:36,0,3.64,0,1,Poke,Left,413,84,412,nan
12/22/2019 22:07:41,0,3.72,2,1,Poke,Left,413,84,413,nan
12/22/2019 22:26:20,0,3.64,0,1,Poke,Left,414,84,413,nan
12/22/2019 22:26:25,0,3.65,2,1,Pellet,Left,414,84,414,2
12/22/2019 22:27:01,0,3.64,0,1,Poke,Left,415,84,414,nan
12/22/2019 22:27:17,0,3.72,2,1,Pellet,Left,415,84,415,12
12/22/2019 22:27:32,0,3.64,0,1,Poke,Left,416,84,415,nan
12/22/2019 22:27:40,0,3.71,4,1,Pellet,Left,416,84,416,2
12/22/2019 22:30:35,0,3.64,0,1,Poke,Left,417,84,416,nan
12/22/2019 22:30:44,0,3.72,4,1,Pellet,Left,417,84,417,3
12/22/2019 22:54:25,0,3.64,0,1,Poke,Left,418,84,417,nan
12/22/2019 22:54:54,0,3.64,20,1,Pellet,Left,418,84,418,1
12/22/2019 22:55:12,0,3.64,0,1,Poke,Left,419,84,418,nan
12/22/2019 22:55:21,0,3.72,4,1,Pellet,Left,419,84,419,3
12/22/2019 22:55:38,0,3.64,0,1,Poke,Left,420,84,419,nan
12/22/2019 22:55:45,0,3.64,2,1,Pellet,Left,420,84,420,1
12/22/2019 22:57:05,0,3.64,0,1,Poke,Left,420,85,420,nan
12/22/2019 22:57:34,0,3.64,0,1,Poke,Left,421,85,420,nan
12/22/2019 22:57:49,0,3.71,4,1,Pellet,Left,421,85,421,8
12/22/2019 22:58:09,0,3.64,0,1,Poke,Left,422,85,421,nan
12/22/2019 22:58:20,0,3.72,3,1,Pellet,Left,422,85,422,5
12/22/2019 23:00:21,0,3.64,0,1,Poke,Left,423,85,422,nan
12/22/2019 23:00:27,0,3.72,2,1,Pellet,Left,423,85,423,1
12/22/2019 23:05:20,0,3.64,0,1,Poke,Left,424,85,423,nan
12/22/2019 23:05:26,0,3.71,2,1,Pellet,Left,424,85,424,1
12/22/2019 23:09:58,0,3.64,0,1,Poke,Left,425,85,424,nan
12/22/2019 23:10:05,0,3.72,2,1,Pellet,Left,425,85,425,3
12/22/2019 23:10:24,0,3.64,0,1,Poke,Left,426,85,425,nan
12/22/2019 23:10:35,0,3.72,3,1,Pellet,Left,426,85,426,5
12/22/2019 23:23:08,0,3.64,0,1,Poke,Left,427,85,426,nan
12/22/2019 23:23:19,0,3.71,4,1,Pellet,Left,427,85,427,4
12/22/2019 23:29:13,0,3.64,0,1,Poke,Left,428,85,427,nan
12/22/2019 23:29:21,0,3.71,4,1,Pellet,Left,428,85,428,1
12/22/2019 23:29:58,0,3.64,0,1,Poke,Left,428,86,428,nan
12/22/2019 23:30:07,0,3.64,0,1,Poke,Left,429,86,428,nan
12/22/2019 23:30:11,0,3.71,1,1,Pellet,Left,429,86,429,2
12/22/2019 23:33:06,0,3.64,0,1,Poke,Left,430,86,429,nan
12/22/2019 23:33:17,0,3.70,4,1,Pellet,Left,430,86,430,5
12/22/2019 23:36:28,0,3.64,0,1,Poke,Left,430,87,430,nan
12/22/2019 23:36:31,0,3.64,0,1,Poke,Left,430,88,430,nan
12/22/2019 23:36:35,0,3.64,0,1,Poke,Left,430,89,430,nan
12/22/2019 23:36:39,0,3.64,0,1,Poke,Left,430,90,430,nan
12/22/2019 23:36:58,0,3.64,0,1,Poke,Left,430,91,430,nan
12/22/2019 23:37:52,0,3.64,0,1,Poke,Left,431,91,430,nan
12/22/2019 23:38:01,0,3.73,4,1,Pellet,Left,431,91,431,3
12/22/2019 23:43:10,0,3.64,0,1,Poke,Left,432,91,431,nan
12/22/2019 23:43:14,0,3.71,2,1,Poke,Left,432,91,432,nan
12/22/2019 23:50:32,0,3.64,0,1,Poke,Left,433,91,432,nan
12/22/2019 23:50:44,0,3.71,4,1,Pellet,Left,433,91,433,6
12/22/2019 23:51:28,0,3.64,0,1,Poke,Left,434,91,433,nan
12/22/2019 23:51:38,0,3.71,4,1,Pellet,Left,434,91,434,4
12/23/2019 0:04:40,0,3.64,0,1,Poke,Left,435,91,434,nan
12/23/2019 0:04:45,0,3.71,2,1,Pellet,Left,435,91,435,1
12/23/2019 0:18:49,0,3.63,0,1,Poke,Left,436,91,435,nan
12/23/2019 0:18:53,0,3.64,2,1,Pellet,Left,436,91,436,1
12/23/2019 0:19:23,0,3.64,0,1,Poke,Left,437,91,436,nan
12/23/2019 0:20:27,0,3.64,15,1,Pellet,Left,437,91,437,25
12/23/2019 0:22:57,0,3.64,0,1,Poke,Left,438,91,437,nan
12/23/2019 0:23:02,0,3.71,2,1,Pellet,Left,438,91,438,1
12/23/2019 0:23:13,0,3.64,0,1,Poke,Left,439,91,438,nan
12/23/2019 0:23:26,0,3.71,4,1,Pellet,Left,439,91,439,6
12/23/2019 0:32:12,0,3.64,0,1,Poke,Left,439,92,439,nan
12/23/2019 0:32:30,0,3.64,0,1,Poke,Left,440,92,439,nan
12/23/2019 0:32:40,0,3.71,3,1,Pellet,Left,440,92,440,3
12/23/2019 0:32:58,0,3.64,0,1,Poke,Left,441,92,440,nan
12/23/2019 0:33:07,0,3.71,4,1,Pellet,Left,441,92,441,1
12/23/2019 1:22:28,0,3.63,0,1,Poke,Left,442,92,441,nan
12/23/2019 1:22:35,0,3.71,2,1,Pellet,Left,442,92,442,3
12/23/2019 1:22:47,0,3.64,0,1,Poke,Left,443,92,442,nan
12/23/2019 1:22:52,0,3.70,2,1,Pellet,Left,443,92,443,1
12/23/2019 1:23:05,0,3.64,0,1,Poke,Left,444,92,443,nan
12/23/2019 1:23:10,0,3.70,2,1,Pellet,Left,444,92,444,1
12/23/2019 1:33:03,0,3.64,0,1,Poke,Left,445,92,444,nan
12/23/2019 1:33:07,0,3.72,2,1,Pellet,Left,445,92,445,1
12/23/2019 1:33:16,0,3.63,0,1,Poke,Left,446,92,445,nan
12/23/2019 1:33:25,0,3.71,4,1,Pellet,Left,446,92,446,3
12/23/2019 1:33:53,0,3.64,0,1,Poke,Left,447,92,446,nan
12/23/2019 1:34:03,0,3.63,4,1,Pellet,Left,447,92,447,5
12/23/2019 1:34:53,0,3.64,0,1,Poke,Left,448,92,447,nan
12/23/2019 1:35:00,0,3.70,2,1,Pellet,Left,448,92,448,3
12/23/2019 2:11:41,0,3.63,0,1,Poke,Left,449,92,448,nan
12/23/2019 2:11:46,0,3.70,2,1,Pellet,Left,449,92,449,1
12/23/2019 2:20:21,0,3.64,0,1,Poke,Left,450,92,449,nan
12/23/2019 2:20:26,0,3.70,2,1,Pellet,Left,450,92,450,2
12/23/2019 2:20:35,0,3.63,0,1,Poke,Left,451,92,450,nan
12/23/2019 2:20:43,0,3.70,4,1,Pellet,Left,451,92,451,1
12/23/2019 2:21:23,0,3.63,0,1,Poke,Left,452,92,451,nan
12/23/2019 2:21:27,0,3.70,1,1,Pellet,Left,452,92,452,1
12/23/2019 2:22:21,0,3.63,0,1,Poke,Left,453,92,452,nan
12/23/2019 2:22:27,0,3.71,2,1,Pellet,Left,453,92,453,2
12/23/2019 2:23:47,0,3.63,0,1,Poke,Left,453,93,453,nan
12/23/2019 2:31:55,0,3.63,0,1,Poke,Left,454,93,453,nan
12/23/2019 2:32:06,0,3.71,4,1,Pellet,Left,454,93,454,4
12/23/2019 2:34:26,0,3.63,0,1,Poke,Left,454,94,454,nan
12/23/2019 2:34:31,0,3.63,0,1,Poke,Left,454,95,454,nan
12/23/2019 2:34:33,0,3.64,0,1,Poke,Left,454,96,454,nan
12/23/2019 2:34:51,0,3.64,0,1,Poke,Left,455,96,454,nan
12/23/2019 2:34:56,0,3.70,2,1,Pellet,Left,455,96,455,1
12/23/2019 2:35:22,0,3.63,0,1,Poke,Left,456,96,455,nan
12/23/2019 2:35:27,0,3.71,2,1,Pellet,Left,456,96,456,1
12/23/2019 2:49:22,0,3.63,0,1,Poke,Left,457,96,456,nan
12/23/2019 2:49:27,0,3.70,2,1,Pellet,Left,457,96,457,1
12/23/2019 2:49:54,0,3.63,0,1,Poke,Left,458,96,457,nan
12/23/2019 2:49:59,0,3.70,2,1,Pellet,Left,458,96,458,1
12/23/2019 2:56:29,0,3.63,0,1,Poke,Left,459,96,458,nan
12/23/2019 2:56:42,0,3.70,3,1,Pellet,Left,459,96,459,7
12/23/2019 2:57:09,0,3.63,0,1,Poke,Left,459,97,459,nan
12/23/2019 2:57:25,0,3.63,0,1,Poke,Left,460,97,459,nan
12/23/2019 2:57:34,0,3.63,15,1,Pellet,Left,460,97,460,1
12/23/2019 2:57:52,0,3.63,0,1,Poke,Left,461,97,460,nan
12/23/2019 2:57:57,0,3.71,2,1,Pellet,Left,461,97,461,1
12/23/2019 2:58:35,0,3.63,0,1,Poke,Left,462,97,461,nan
12/23/2019 2:58:49,0,3.63,4,1,Pellet,Left,462,97,462,7
12/23/2019 3:02:23,0,3.63,0,1,Poke,Left,463,97,462,nan
12/23/2019 3:02:34,0,3.70,4,1,Pellet,Left,463,97,463,4
12/23/2019 3:02:44,0,3.63,0,1,Poke,Left,464,97,463,nan
12/23/2019 3:02:55,0,3.70,3,1,Pellet,Left,464,97,464,5
12/23/2019 3:11:47,0,3.63,0,1,Poke,Left,465,97,464,nan
12/23/2019 3:11:52,0,3.70,2,1,Pellet,Left,465,97,465,1
12/23/2019 3:20:45,0,3.63,0,1,Poke,Left,465,98,465,nan
12/23/2019 3:20:46,0,3.63,0,1,Poke,Left,465,99,465,nan
12/23/2019 3:21:08,0,3.63,0,1,Poke,Left,466,99,465,nan
12/23/2019 3:21:13,0,3.70,2,1,Pellet,Left,466,99,466,1
12/23/2019 3:21:49,0,3.63,0,1,Poke,Left,467,99,466,nan
12/23/2019 3:21:59,0,3.70,4,1,Pellet,Left,467,99,467,4
12/23/2019 3:23:33,0,3.63,0,1,Poke,Left,467,100,467,nan
12/23/2019 3:23:35,0,3.64,0,1,Poke,Left,468,100,467,nan
12/23/2019 3:23:40,0,3.70,2,1,Pellet,Left,468,100,468,2
12/23/2019 3:24:57,0,3.64,0,1,Poke,Left,469,100,468,nan
12/23/2019 3:25:09,0,3.70,3,1,Pellet,Left,469,100,469,5
12/23/2019 3:25:55,0,3.63,0,1,Poke,Left,469,101,469,nan
12/23/2019 3:28:53,0,3.63,0,1,Poke,Left,470,101,469,nan
12/23/2019 3:28:59,0,3.70,2,1,Pellet,Left,470,101,470,1
12/23/2019 3:31:53,0,3.63,0,1,Poke,Left,471,101,470,nan
12/23/2019 3:32:05,0,3.70,4,1,Pellet,Left,471,101,471,6
12/23/2019 3:51:49,0,3.64,0,1,Poke,Left,472,101,471,nan
12/23/2019 3:51:54,0,3.70,2,1,Pellet,Left,472,101,472,2
12/23/2019 3:52:10,0,3.63,0,1,Poke,Left,473,101,472,nan
12/23/2019 3:52:14,0,3.70,2,1,Pellet,Left,473,101,473,1
12/23/2019 4:20:18,0,3.63,0,1,Poke,Left,474,101,473,nan
12/23/2019 4:20:24,0,3.70,2,1,Pellet,Left,474,101,474,1
12/23/2019 4:27:44,0,3.63,0,1,Poke,Left,475,101,474,nan
12/23/2019 4:28:11,0,3.70,4,1,Pellet,Left,475,101,475,20
12/23/2019 4:39:06,0,3.63,0,1,Poke,Left,476,101,475,nan
12/23/2019 4:39:12,0,3.63,3,1,Pellet,Left,476,101,476,2
12/23/2019 4:39:50,0,3.63,0,1,Poke,Left,477,101,476,nan
12/23/2019 4:39:54,0,3.70,2,1,Pellet,Left,477,101,477,1
12/23/2019 4:40:12,0,3.63,0,1,Poke,Left,478,101,477,nan
12/23/2019 4:40:16,0,3.63,2,1,Pellet,Left,478,101,478,1
12/23/2019 5:02:37,0,3.62,0,1,Poke,Left,479,101,478,nan
12/23/2019 5:02:49,0,3.69,4,1,Pellet,Left,479,101,479,5
12/23/2019 5:21:02,0,3.62,0,1,Poke,Left,480,101,479,nan
12/23/2019 5:21:12,0,3.70,4,1,Pellet,Left,480,101,480,4
12/23/2019 5:35:22,0,3.62,0,1,Poke,Left,481,101,480,nan
12/23/2019 5:35:27,0,3.70,2,1,Pellet,Left,481,101,481,1
12/23/2019 5:35:40,0,3.62,0,1,Poke,Left,482,101,481,nan
12/23/2019 5:35:45,0,3.69,2,1,Pellet,Left,482,101,482,1
12/23/2019 5:36:07,0,3.63,0,1,Poke,Left,483,101,482,nan
12/23/2019 5:36:24,0,3.63,15,1,Pellet,Left,483,101,483,7
12/23/2019 5:39:13,0,3.63,0,1,Poke,Left,484,101,483,nan
12/23/2019 5:39:25,0,3.69,4,1,Pellet,Left,484,101,484,4
12/23/2019 5:39:44,0,3.62,0,1,Poke,Left,485,101,484,nan
12/23/2019 5:39:48,0,3.62,2,1,Pellet,Left,485,101,485,1
12/23/2019 5:47:57,0,3.63,0,1,Poke,Left,486,101,485,nan
12/23/2019 5:48:02,0,3.69,2,1,Pellet,Left,486,101,486,1
12/23/2019 5:48:21,0,3.62,0,1,Poke,Left,487,101,486,nan
12/23/2019 5:48:26,0,3.69,2,1,Pellet,Left,487,101,487,1
12/23/2019 5:50:02,0,3.62,0,1,Poke,Left,487,102,487,nan
12/23/2019 5:58:47,0,3.62,0,1,Poke,Left,488,102,487,nan
12/23/2019 5:58:56,0,3.62,4,1,Pellet,Left,488,102,488,3
12/23/2019 5:59:35,0,3.62,0,1,Poke,Left,489,102,488,nan
12/23/2019 5:59:40,0,3.69,2,1,Pellet,Left,489,102,489,1
12/23/2019 5:59:57,0,3.62,0,1,Poke,Left,489,103,489,nan
12/23/2019 6:41:35,0,3.62,0,1,Poke,Left,490,103,489,nan
12/23/2019 6:41:40,0,3.69,2,1,Pellet,Left,490,103,490,1
12/23/2019 7:00:19,0,3.62,0,1,Poke,Left,491,103,490,nan
12/23/2019 7:00:24,0,3.69,2,1,Pellet,Left,491,103,491,1
12/23/2019 7:00:32,0,3.62,0,1,Poke,Left,492,103,491,nan
12/23/2019 7:00:40,0,3.69,3,1,Pellet,Left,492,103,492,2
12/23/2019 7:07:30,0,3.62,0,1,Poke,Left,493,103,492,nan
12/23/2019 7:07:35,0,3.69,2,1,Pellet,Left,493,103,493,1
12/23/2019 7:26:10,0,3.62,0,1,Poke,Left,494,103,493,nan
12/23/2019 7:26:16,0,3.69,2,1,Pellet,Left,494,103,494,1
12/23/2019 7:26:18,0,3.62,0,1,Poke,Left,495,103,494,nan
12/23/2019 7:26:24,0,3.69,2,1,Pellet,Left,495,103,495,2
12/23/2019 7:26:59,0,3.62,0,1,Poke,Left,496,103,495,nan
12/23/2019 7:27:09,0,3.62,4,1,Pellet,Left,496,103,496,4
12/23/2019 7:27:28,0,3.62,0,1,Poke,Left,497,103,496,nan
12/23/2019 7:27:39,0,3.62,15,1,Pellet,Left,497,103,497,1
12/23/2019 7:28:51,0,3.62,0,1,Poke,Left,498,103,497,nan
12/23/2019 7:29:02,0,3.69,4,1,Pellet,Left,498,103,498,4
12/23/2019 7:38:50,0,3.62,0,1,Poke,Left,498,104,498,nan
12/23/2019 7:38:53,0,3.62,0,1,Poke,Left,499,104,498,nan
12/23/2019 7:38:58,0,3.69,2,1,Pellet,Left,499,104,499,1
12/23/2019 7:45:27,0,3.62,0,1,Poke,Left,499,105,499,nan
12/23/2019 7:45:35,0,3.62,0,1,Poke,Left,500,105,499,nan
12/23/2019 7:45:40,0,3.62,2,1,Pellet,Left,500,105,500,1
12/23/2019 7:46:51,0,3.62,0,1,Poke,Left,501,105,500,nan
12/23/2019 7:46:56,0,3.70,2,1,Pellet,Left,501,105,501,2
12/23/2019 7:52:45,0,3.62,0,1,Poke,Left,502,105,501,nan
12/23/2019 7:52:50,0,3.70,2,1,Pellet,Left,502,105,502,1
12/23/2019 7:53:02,0,3.62,0,1,Poke,Left,502,106,502,nan
12/23/2019 7:53:54,0,3.62,0,1,Poke,Left,503,106,502,nan
12/23/2019 7:54:06,0,3.69,4,1,Pellet,Left,503,106,503,5
12/23/2019 7:58:07,0,3.62,0,1,Poke,Left,504,106,503,nan
12/23/2019 7:58:19,0,3.69,4,1,Pellet,Left,504,106,504,5
12/23/2019 8:02:10,0,3.62,0,1,Poke,Left,504,107,504,nan
12/23/2019 8:04:57,0,3.62,0,1,Poke,Left,505,107,504,nan
12/23/2019 8:05:02,0,3.69,2,1,Pellet,Left,505,107,505,2
12/23/2019 8:19:25,0,3.62,0,1,Poke,Left,506,107,505,nan
12/23/2019 8:19:30,0,3.69,2,1,Pellet,Left,506,107,506,2
12/23/2019 8:20:23,0,3.62,0,1,Poke,Left,507,107,506,nan
12/23/2019 8:20:27,0,3.69,2,1,Pellet,Left,507,107,507,1
12/23/2019 8:32:31,0,3.62,0,1,Poke,Left,508,107,507,nan
12/23/2019 8:32:47,0,3.62,15,1,Pellet,Left,508,107,508,9
12/23/2019 8:33:08,0,3.62,0,1,Poke,Left,509,107,508,nan
12/23/2019 8:33:17,0,3.69,4,1,Pellet,Left,509,107,509,2
12/23/2019 8:35:27,0,3.62,0,1,Poke,Left,509,108,509,nan
12/23/2019 9:26:42,0,3.62,0,1,Poke,Left,510,108,509,nan
12/23/2019 15:16:18,0,3.62,2,1,Pellet,Left,510,108,510,19643
